participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.completionlink,session.config.participation_fee,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
338,oonoqtbc,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0, ,,,,,,,,,,,,,,,,,,17,1,18,,0.0, ,,,,,,,,,,,,,,,,,,17,2,18,,0.0, ,,,,,,,,,,,,,,,,,,17,3,18,,0.0, ,,,,,,,,,,,,,,,,,,17,4,338,,0.0,,,,1,1,338,,0.0,,,,,1,1
339,8c5z08hf,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0, ,,,,,,,,,,,,,,,,,,17,1,19,,0.0, ,,,,,,,,,,,,,,,,,,17,2,19,,0.0, ,,,,,,,,,,,,,,,,,,17,3,19,,0.0, ,,,,,,,,,,,,,,,,,,17,4,339,,0.0,,,,1,1,339,,0.0,,,,,1,1
340,et0u6kjc,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0, ,,,,,,,,,,,,,,,,,,17,1,20,,0.0, ,,,,,,,,,,,,,,,,,,17,2,20,,0.0, ,,,,,,,,,,,,,,,,,,17,3,20,,0.0, ,,,,,,,,,,,,,,,,,,17,4,340,,0.0,,,,1,1,340,,0.0,,,,,1,1
341,b73sdeuu,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0, ,,,,,,,,,,,,,,,,,,18,1,1,,0.0, ,,,,,,,,,,,,,,,,,,18,2,1,,0.0, ,,,,,,,,,,,,,,,,,,18,3,1,,0.0, ,,,,,,,,,,,,,,,,,,18,4,341,,0.0,,,,1,1,341,,0.0,,,,,1,1
342,8bycrzre,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0, ,,,,,,,,,,,,,,,,,,18,1,2,,0.0, ,,,,,,,,,,,,,,,,,,18,2,2,,0.0, ,,,,,,,,,,,,,,,,,,18,3,2,,0.0, ,,,,,,,,,,,,,,,,,,18,4,342,,0.0,,,,1,1,342,,0.0,,,,,1,1
343,obezrjgb,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0, ,,,,,,,,,,,,,,,,,,18,1,3,,0.0, ,,,,,,,,,,,,,,,,,,18,2,3,,0.0, ,,,,,,,,,,,,,,,,,,18,3,3,,0.0, ,,,,,,,,,,,,,,,,,,18,4,343,,0.0,,,,1,1,343,,0.0,,,,,1,1
344,8eauk66z,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0, ,,,,,,,,,,,,,,,,,,18,1,4,,0.0, ,,,,,,,,,,,,,,,,,,18,2,4,,0.0, ,,,,,,,,,,,,,,,,,,18,3,4,,0.0, ,,,,,,,,,,,,,,,,,,18,4,344,,0.0,,,,1,1,344,,0.0,,,,,1,1
345,jdx5h1uu,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0, ,,,,,,,,,,,,,,,,,,18,1,5,,0.0, ,,,,,,,,,,,,,,,,,,18,2,5,,0.0, ,,,,,,,,,,,,,,,,,,18,3,5,,0.0, ,,,,,,,,,,,,,,,,,,18,4,345,,0.0,,,,1,1,345,,0.0,,,,,1,1
346,bb3v74ks,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0, ,,,,,,,,,,,,,,,,,,18,1,6,,0.0, ,,,,,,,,,,,,,,,,,,18,2,6,,0.0, ,,,,,,,,,,,,,,,,,,18,3,6,,0.0, ,,,,,,,,,,,,,,,,,,18,4,346,,0.0,,,,1,1,346,,0.0,,,,,1,1
347,ndl1drzi,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0, ,,,,,,,,,,,,,,,,,,18,1,7,,0.0, ,,,,,,,,,,,,,,,,,,18,2,7,,0.0, ,,,,,,,,,,,,,,,,,,18,3,7,,0.0, ,,,,,,,,,,,,,,,,,,18,4,347,,0.0,,,,1,1,347,,0.0,,,,,1,1
348,i1qfvj01,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0, ,,,,,,,,,,,,,,,,,,18,1,8,,0.0, ,,,,,,,,,,,,,,,,,,18,2,8,,0.0, ,,,,,,,,,,,,,,,,,,18,3,8,,0.0, ,,,,,,,,,,,,,,,,,,18,4,348,,0.0,,,,1,1,348,,0.0,,,,,1,1
349,phm22dsn,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,9,,0.0, ,,,,,,,,,,,,,,,,,,18,1,9,,0.0, ,,,,,,,,,,,,,,,,,,18,2,9,,0.0, ,,,,,,,,,,,,,,,,,,18,3,9,,0.0, ,,,,,,,,,,,,,,,,,,18,4,349,,0.0,,,,1,1,349,,0.0,,,,,1,1
350,8injjffe,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,10,,0.0, ,,,,,,,,,,,,,,,,,,18,1,10,,0.0, ,,,,,,,,,,,,,,,,,,18,2,10,,0.0, ,,,,,,,,,,,,,,,,,,18,3,10,,0.0, ,,,,,,,,,,,,,,,,,,18,4,350,,0.0,,,,1,1,350,,0.0,,,,,1,1
351,7wq9vh9f,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,11,,0.0, ,,,,,,,,,,,,,,,,,,18,1,11,,0.0, ,,,,,,,,,,,,,,,,,,18,2,11,,0.0, ,,,,,,,,,,,,,,,,,,18,3,11,,0.0, ,,,,,,,,,,,,,,,,,,18,4,351,,0.0,,,,1,1,351,,0.0,,,,,1,1
352,ycgyfwy7,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,12,,0.0, ,,,,,,,,,,,,,,,,,,18,1,12,,0.0, ,,,,,,,,,,,,,,,,,,18,2,12,,0.0, ,,,,,,,,,,,,,,,,,,18,3,12,,0.0, ,,,,,,,,,,,,,,,,,,18,4,352,,0.0,,,,1,1,352,,0.0,,,,,1,1
353,3029pqo3,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,13,,0.0, ,,,,,,,,,,,,,,,,,,18,1,13,,0.0, ,,,,,,,,,,,,,,,,,,18,2,13,,0.0, ,,,,,,,,,,,,,,,,,,18,3,13,,0.0, ,,,,,,,,,,,,,,,,,,18,4,353,,0.0,,,,1,1,353,,0.0,,,,,1,1
354,neoqxrju,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,14,,0.0, ,,,,,,,,,,,,,,,,,,18,1,14,,0.0, ,,,,,,,,,,,,,,,,,,18,2,14,,0.0, ,,,,,,,,,,,,,,,,,,18,3,14,,0.0, ,,,,,,,,,,,,,,,,,,18,4,354,,0.0,,,,1,1,354,,0.0,,,,,1,1
355,jcefbrs8,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,15,,0.0, ,,,,,,,,,,,,,,,,,,18,1,15,,0.0, ,,,,,,,,,,,,,,,,,,18,2,15,,0.0, ,,,,,,,,,,,,,,,,,,18,3,15,,0.0, ,,,,,,,,,,,,,,,,,,18,4,355,,0.0,,,,1,1,355,,0.0,,,,,1,1
356,kbderv94,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,16,,0.0, ,,,,,,,,,,,,,,,,,,18,1,16,,0.0, ,,,,,,,,,,,,,,,,,,18,2,16,,0.0, ,,,,,,,,,,,,,,,,,,18,3,16,,0.0, ,,,,,,,,,,,,,,,,,,18,4,356,,0.0,,,,1,1,356,,0.0,,,,,1,1
357,c3m069tz,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,17,,0.0, ,,,,,,,,,,,,,,,,,,18,1,17,,0.0, ,,,,,,,,,,,,,,,,,,18,2,17,,0.0, ,,,,,,,,,,,,,,,,,,18,3,17,,0.0, ,,,,,,,,,,,,,,,,,,18,4,357,,0.0,,,,1,1,357,,0.0,,,,,1,1
358,knftcngg,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0, ,,,,,,,,,,,,,,,,,,18,1,18,,0.0, ,,,,,,,,,,,,,,,,,,18,2,18,,0.0, ,,,,,,,,,,,,,,,,,,18,3,18,,0.0, ,,,,,,,,,,,,,,,,,,18,4,358,,0.0,,,,1,1,358,,0.0,,,,,1,1
359,ww6uzmtu,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0, ,,,,,,,,,,,,,,,,,,18,1,19,,0.0, ,,,,,,,,,,,,,,,,,,18,2,19,,0.0, ,,,,,,,,,,,,,,,,,,18,3,19,,0.0, ,,,,,,,,,,,,,,,,,,18,4,359,,0.0,,,,1,1,359,,0.0,,,,,1,1
360,2ph4nq8c,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0, ,,,,,,,,,,,,,,,,,,18,1,20,,0.0, ,,,,,,,,,,,,,,,,,,18,2,20,,0.0, ,,,,,,,,,,,,,,,,,,18,3,20,,0.0, ,,,,,,,,,,,,,,,,,,18,4,360,,0.0,,,,1,1,360,,0.0,,,,,1,1
361,x2rcvx53,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0, ,,,,,,,,,,,,,,,,,,19,1,1,,0.0, ,,,,,,,,,,,,,,,,,,19,2,1,,0.0, ,,,,,,,,,,,,,,,,,,19,3,1,,0.0, ,,,,,,,,,,,,,,,,,,19,4,361,,0.0,,,,1,1,361,,0.0,,,,,1,1
362,0fbzrxgk,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0, ,,,,,,,,,,,,,,,,,,19,1,2,,0.0, ,,,,,,,,,,,,,,,,,,19,2,2,,0.0, ,,,,,,,,,,,,,,,,,,19,3,2,,0.0, ,,,,,,,,,,,,,,,,,,19,4,362,,0.0,,,,1,1,362,,0.0,,,,,1,1
363,wj2ctywr,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0, ,,,,,,,,,,,,,,,,,,19,1,3,,0.0, ,,,,,,,,,,,,,,,,,,19,2,3,,0.0, ,,,,,,,,,,,,,,,,,,19,3,3,,0.0, ,,,,,,,,,,,,,,,,,,19,4,363,,0.0,,,,1,1,363,,0.0,,,,,1,1
364,q480xsv0,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0, ,,,,,,,,,,,,,,,,,,19,1,4,,0.0, ,,,,,,,,,,,,,,,,,,19,2,4,,0.0, ,,,,,,,,,,,,,,,,,,19,3,4,,0.0, ,,,,,,,,,,,,,,,,,,19,4,364,,0.0,,,,1,1,364,,0.0,,,,,1,1
365,tv17tvrf,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0, ,,,,,,,,,,,,,,,,,,19,1,5,,0.0, ,,,,,,,,,,,,,,,,,,19,2,5,,0.0, ,,,,,,,,,,,,,,,,,,19,3,5,,0.0, ,,,,,,,,,,,,,,,,,,19,4,365,,0.0,,,,1,1,365,,0.0,,,,,1,1
366,jd62x09z,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0, ,,,,,,,,,,,,,,,,,,19,1,6,,0.0, ,,,,,,,,,,,,,,,,,,19,2,6,,0.0, ,,,,,,,,,,,,,,,,,,19,3,6,,0.0, ,,,,,,,,,,,,,,,,,,19,4,366,,0.0,,,,1,1,366,,0.0,,,,,1,1
367,ai1sbw7w,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0, ,,,,,,,,,,,,,,,,,,19,1,7,,0.0, ,,,,,,,,,,,,,,,,,,19,2,7,,0.0, ,,,,,,,,,,,,,,,,,,19,3,7,,0.0, ,,,,,,,,,,,,,,,,,,19,4,367,,0.0,,,,1,1,367,,0.0,,,,,1,1
368,nnotc6c7,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0, ,,,,,,,,,,,,,,,,,,19,1,8,,0.0, ,,,,,,,,,,,,,,,,,,19,2,8,,0.0, ,,,,,,,,,,,,,,,,,,19,3,8,,0.0, ,,,,,,,,,,,,,,,,,,19,4,368,,0.0,,,,1,1,368,,0.0,,,,,1,1
369,hf2itgsh,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,9,,0.0, ,,,,,,,,,,,,,,,,,,19,1,9,,0.0, ,,,,,,,,,,,,,,,,,,19,2,9,,0.0, ,,,,,,,,,,,,,,,,,,19,3,9,,0.0, ,,,,,,,,,,,,,,,,,,19,4,369,,0.0,,,,1,1,369,,0.0,,,,,1,1
370,n93pj1kr,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,10,,0.0, ,,,,,,,,,,,,,,,,,,19,1,10,,0.0, ,,,,,,,,,,,,,,,,,,19,2,10,,0.0, ,,,,,,,,,,,,,,,,,,19,3,10,,0.0, ,,,,,,,,,,,,,,,,,,19,4,370,,0.0,,,,1,1,370,,0.0,,,,,1,1
371,nk23v2yi,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,11,,0.0, ,,,,,,,,,,,,,,,,,,19,1,11,,0.0, ,,,,,,,,,,,,,,,,,,19,2,11,,0.0, ,,,,,,,,,,,,,,,,,,19,3,11,,0.0, ,,,,,,,,,,,,,,,,,,19,4,371,,0.0,,,,1,1,371,,0.0,,,,,1,1
372,04wewivh,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,12,,0.0, ,,,,,,,,,,,,,,,,,,19,1,12,,0.0, ,,,,,,,,,,,,,,,,,,19,2,12,,0.0, ,,,,,,,,,,,,,,,,,,19,3,12,,0.0, ,,,,,,,,,,,,,,,,,,19,4,372,,0.0,,,,1,1,372,,0.0,,,,,1,1
373,jm0ria23,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,13,,0.0, ,,,,,,,,,,,,,,,,,,19,1,13,,0.0, ,,,,,,,,,,,,,,,,,,19,2,13,,0.0, ,,,,,,,,,,,,,,,,,,19,3,13,,0.0, ,,,,,,,,,,,,,,,,,,19,4,373,,0.0,,,,1,1,373,,0.0,,,,,1,1
374,55s63wjj,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,14,,0.0, ,,,,,,,,,,,,,,,,,,19,1,14,,0.0, ,,,,,,,,,,,,,,,,,,19,2,14,,0.0, ,,,,,,,,,,,,,,,,,,19,3,14,,0.0, ,,,,,,,,,,,,,,,,,,19,4,374,,0.0,,,,1,1,374,,0.0,,,,,1,1
375,0ic1z66w,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,15,,0.0, ,,,,,,,,,,,,,,,,,,19,1,15,,0.0, ,,,,,,,,,,,,,,,,,,19,2,15,,0.0, ,,,,,,,,,,,,,,,,,,19,3,15,,0.0, ,,,,,,,,,,,,,,,,,,19,4,375,,0.0,,,,1,1,375,,0.0,,,,,1,1
376,ew32j3qn,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,16,,0.0, ,,,,,,,,,,,,,,,,,,19,1,16,,0.0, ,,,,,,,,,,,,,,,,,,19,2,16,,0.0, ,,,,,,,,,,,,,,,,,,19,3,16,,0.0, ,,,,,,,,,,,,,,,,,,19,4,376,,0.0,,,,1,1,376,,0.0,,,,,1,1
377,g0joxpq0,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,17,,0.0, ,,,,,,,,,,,,,,,,,,19,1,17,,0.0, ,,,,,,,,,,,,,,,,,,19,2,17,,0.0, ,,,,,,,,,,,,,,,,,,19,3,17,,0.0, ,,,,,,,,,,,,,,,,,,19,4,377,,0.0,,,,1,1,377,,0.0,,,,,1,1
378,bofzkmo6,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0, ,,,,,,,,,,,,,,,,,,19,1,18,,0.0, ,,,,,,,,,,,,,,,,,,19,2,18,,0.0, ,,,,,,,,,,,,,,,,,,19,3,18,,0.0, ,,,,,,,,,,,,,,,,,,19,4,378,,0.0,,,,1,1,378,,0.0,,,,,1,1
379,sy2dojyf,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0, ,,,,,,,,,,,,,,,,,,19,1,19,,0.0, ,,,,,,,,,,,,,,,,,,19,2,19,,0.0, ,,,,,,,,,,,,,,,,,,19,3,19,,0.0, ,,,,,,,,,,,,,,,,,,19,4,379,,0.0,,,,1,1,379,,0.0,,,,,1,1
380,zkcie78n,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0, ,,,,,,,,,,,,,,,,,,19,1,20,,0.0, ,,,,,,,,,,,,,,,,,,19,2,20,,0.0, ,,,,,,,,,,,,,,,,,,19,3,20,,0.0, ,,,,,,,,,,,,,,,,,,19,4,380,,0.0,,,,1,1,380,,0.0,,,,,1,1
381,0fg8yg5r,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0, ,,,,,,,,,,,,,,,,,,20,1,1,,0.0, ,,,,,,,,,,,,,,,,,,20,2,1,,0.0, ,,,,,,,,,,,,,,,,,,20,3,1,,0.0, ,,,,,,,,,,,,,,,,,,20,4,381,,0.0,,,,1,1,381,,0.0,,,,,1,1
382,atfilu0v,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0, ,,,,,,,,,,,,,,,,,,20,1,2,,0.0, ,,,,,,,,,,,,,,,,,,20,2,2,,0.0, ,,,,,,,,,,,,,,,,,,20,3,2,,0.0, ,,,,,,,,,,,,,,,,,,20,4,382,,0.0,,,,1,1,382,,0.0,,,,,1,1
383,602dfx89,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0, ,,,,,,,,,,,,,,,,,,20,1,3,,0.0, ,,,,,,,,,,,,,,,,,,20,2,3,,0.0, ,,,,,,,,,,,,,,,,,,20,3,3,,0.0, ,,,,,,,,,,,,,,,,,,20,4,383,,0.0,,,,1,1,383,,0.0,,,,,1,1
384,juzthn92,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0, ,,,,,,,,,,,,,,,,,,20,1,4,,0.0, ,,,,,,,,,,,,,,,,,,20,2,4,,0.0, ,,,,,,,,,,,,,,,,,,20,3,4,,0.0, ,,,,,,,,,,,,,,,,,,20,4,384,,0.0,,,,1,1,384,,0.0,,,,,1,1
385,hmv0ctob,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0, ,,,,,,,,,,,,,,,,,,20,1,5,,0.0, ,,,,,,,,,,,,,,,,,,20,2,5,,0.0, ,,,,,,,,,,,,,,,,,,20,3,5,,0.0, ,,,,,,,,,,,,,,,,,,20,4,385,,0.0,,,,1,1,385,,0.0,,,,,1,1
386,3qposzin,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0, ,,,,,,,,,,,,,,,,,,20,1,6,,0.0, ,,,,,,,,,,,,,,,,,,20,2,6,,0.0, ,,,,,,,,,,,,,,,,,,20,3,6,,0.0, ,,,,,,,,,,,,,,,,,,20,4,386,,0.0,,,,1,1,386,,0.0,,,,,1,1
387,izif04ri,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0, ,,,,,,,,,,,,,,,,,,20,1,7,,0.0, ,,,,,,,,,,,,,,,,,,20,2,7,,0.0, ,,,,,,,,,,,,,,,,,,20,3,7,,0.0, ,,,,,,,,,,,,,,,,,,20,4,387,,0.0,,,,1,1,387,,0.0,,,,,1,1
388,26ia2et6,,0,0,26,,,,0,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0, ,,,,,,,,,,,,,,,,,,20,1,8,,0.0, ,,,,,,,,,,,,,,,,,,20,2,8,,0.0, ,,,,,,,,,,,,,,,,,,20,3,8,,0.0, ,,,,,,,,,,,,,,,,,,20,4,388,,0.0,,,,1,1,388,,0.0,,,,,1,1
